奕码·优化版 拆分表（hanzi-chai驱动，共8230字）
说明: 拆分中[xx]为PUA部件名；编码为三码全码；排名0=非top6000
------------------------------------------------------------
字	排名	频率	拆分	编码
瞑	4224	998	目·冖·六	knm
裨	4225	2392	衤·[卑六]·十	fbu
宕	4226	6382	宀·石·石	lus
戾	4227	2758	户·犬·犬	rzq
镌	4228	3378	钅·隹·乃	tov
溟	4229	2047	氵·冖·六	onm
牍	4230	1804	片·十·大	euk
隽	4231	13022	隹·乃·乃	ovn
婊	4232	15950	女·龶·[衣省]	gpc
鹄	4233	2696	[告字头]·口·鸟	pjl
埂	4234	5812	土·更·更	akg
拄	4235	4029	扌·丶·王	hzv
娲	4236	1350	女·口·内	gje
虬	4237	3455	虫·乚·乚	cwe
萱	4238	30053	[贲字腰]·宀·旦	blv
啵	4239	4445	口·氵·皮	jos
蠡	4240	6359	彑·[豕省]·虫	uvc
芋	4241	40465	[贲字腰]·一·[于无横]	beu
胭	4242	1860	月·囗·大	vwk
豺	4243	2402	豸·[于无横]·丿	iua
啻	4244	595	[帝字头]·巾·口	yfj
褛	4245	945	衤·米·女	fxg
蛆	4246	3936	虫·且·且	cuq
柠	4247	21117	木·宀·丁	sli
掰	4248	30501	龵·八·手	hth
篆	4249	8363	[竹头]·彑·[豕省]	puv
倌	4250	1581	亻·宀·㠯	mlp
咛	4251	704	口·宀·丁	jli
蛭	4252	2995	虫·至·至	cri
谡	4253	801	讠·田·夊	ibr
荨	4254	1007	[贲字腰]·彐·寸	bup
莞	4255	36266	[贲字腰]·宀·[见字底]	bly
澹	4256	3208	氵·[尔字头]·訁	oiw
纭	4257	1481	纟·云·云	yty
潞	4258	9580	氵·[足旁]·各	ord
郅	4259	6143	至·阝·阝	rzf
弋	4260	5182	弋·弋·弋	aii
飕	4261	540	[风省]·㐅·又	whr
螳	4262	3734	虫·龸·土	cda
胄	4263	5581	由·[青字底]·[青字底]	hvy
蟑	4264	3076	虫·音·十	csu
猥	4265	2904	犭·田·[畏字底]	lbc
宓	4266	5542	宀·心·丿	lna
昙	4267	9305	日·云·云	dty
锏	4268	2079	钅·门·日	ted
蟠	4269	9138	虫·釆·田	crb
柑	4270	14948	木·甘·甘	scg
烯	4271	34834	火·㐅·巾	xhf
匐	4272	1024	勹·[同字心]·田	fmb
濮	4273	6703	氵·亻·丶	omz
蟮	4274	1712	虫·羊·口	cij
祐	4275	32369	礻·右·右	rcy
仄	4276	9764	厂·人·人	akr
偈	4277	3906	亻·日·亾	mda
蜃	4278	2099	辰·虫·虫	zcc
箴	4279	4279	[竹头]·戊·[同字心]	pjm
粼	4280	1461	米·夕·巜	xte
嗥	4281	1678	口·白·十	jgu
褴	4282	396	衤·[临字旁]·皿	fpr
蕨	4283	28267	[贲字腰]·厂·欠	bay
蓟	4284	9483	[贲字腰]·鱼·刂	bzx
圩	4285	15311	土·一·[于无横]	aeu
孪	4286	2117	[变字头]·子·子	ayi
杳	4287	2293	木·日·日	sdr
魇	4288	2709	厂·犬·厶	azo
荤	4289	33220	[荧字头]·车·车	nnc
诿	4290	1099	讠·禾·女	iwg
簪	4291	3490	[竹头]·旡·日	pad
氲	4292	861	气·日·皿	fdr
摞	4293	10492	扌·田·糸	hbz
飒	4294	8273	立·[风省]·㐅	ywh
镂	4295	4593	钅·米·女	txg
舀	4296	14037	爫·臼·臼	fzj
夙	4297	3962	[风省]·歹·歹	wud
臧	4298	16758	[臧字框]·臣·臣	jvc
蒿	4299	19149	[贲字腰]·高·高	big
貂	4300	10789	豸·召·召	ita
蜥	4301	18774	虫·木·斤	csl
蹩	4302	2769	㡀·攵·足	myr
噼	4303	933	口·尸·辛	jtl
钛	4304	38581	钅·大·丶	tkz
钚	4305	2946	钅·不·不	tub
獾	4306	3409	犭·[贲字腰]·隹	lbo
濂	4307	6331	氵·广·[兼无䒑无彐]	oxl
铠	4308	13179	钅·山·己	teh
皙	4309	4083	木·斤·白	slg
霭	4310	4735	[雨头]·讠·亾	lia
鲈	4311	22957	鱼·[卢字头]·尸	zpt
叵	4312	551	匸·口·口	ajk
霾	4313	32434	[雨头]·豸·里	lix
泯	4314	5526	氵·民·民	odm
碴	4315	2853	石·木·旦	usv
鸵	4316	1899	鸟·宀·匕	llc
峪	4317	26116	山·谷·谷	eug
饕	4318	7776	口·丂·食	jfs
瘁	4319	852	疒·亠·十	kmu
睢	4320	4673	目·隹·隹	kou
鬃	4321	3550	髟·宀·示	rlq
迩	4322	3594	[尔字头]·小·辶	iho
纣	4323	2913	纟·寸·寸	ypc
夔	4324	4573	䒑·自·夊	sxr
垠	4325	5784	土·艮·艮	azg
饨	4326	1536	饣·一·[屯无横]	ney
榭	4327	5711	木·身·寸	sxp
隍	4328	1263	阝·白·⺩	zgv
娑	4329	5443	氵·[少三]·女	ohg
篝	4330	1383	[竹头]·[寒字腰]·[里无日]	pqa
榔	4331	3112	木·丶·阝	szz
洌	4332	1086	氵·歹·刂	oux
浜	4333	12399	氵·[丘无横]·[共字底]	olt
鲑	4334	6918	鱼·圭·圭	zog
谔	4335	2252	讠·吅·丂	ipf
汩	4336	839	氵·曰·曰	odr
浣	4337	5120	氵·宀·[见字底]	oly
舐	4338	2009	舌·[卬字旁]·[弋二]	mnb
瞭	4339	2815	目·大·小	kkh
忻	4340	10842	忄·斤·斤	qlj
咻	4341	2243	口·亻·木	jms
鹑	4342	2657	[享字头]·子·鸟	uyl
唑	4343	28947	口·人·土	jka
懋	4344	15626	林·矛·心	qrn
皎	4345	4534	白·六·㐅	gmh
诒	4346	3739	讠·厶·口	ioj
麾	4347	2528	广·林·毛	xqp
辏	4348	388	[车旁]·[春字头]·天	npg
氐	4349	3012	[卬字旁]·[弋二]·丶	nbz
冽	4350	5467	冫·歹·刂	fux
箕	4351	7540	[竹头]·其·其	pgq
俚	4352	1719	亻·里·里	mxl
汴	4353	6882	氵·亠·卜	omp
宸	4354	24685	宀·辰·辰	lzc
芍	4355	2729	[贲字腰]·勹·丶	bfz
捱	4356	0	扌·厂·圭	hao
摈	4357	661	扌·宀·[共字底]	hlt
摺	4358	0	扌·羽·白	hng
簦	4359	0	[竹头]·癶·豆	ptf
箔	4360	6727	[竹头]·氵·白	pog
咝	4361	1848	口·[丝左角]·纟	jyy
孀	4362	498	女·[雨头]·目	glk
怏	4363	1172	忄·[见二]·大	qgk
谝	4364	843	讠·户·[扁字心]	irg
砧	4365	2180	石·占·占	upa
馕	4366	9876	饣·[囊字头]·[衣省]	nrc
耄	4367	997	耂·匕·毛	qcp
罂	4368	1427	贝·贝·缶	qqb
漕	4369	9705	氵·[曹字头]·日	ogd
沣	4370	9494	氵·丰·丰	opf
栾	4371	11400	[变字头]·木·木	asm
榘	4372	0	矢·匸·木	fas
烷	4373	23032	火·宀·[见字底]	xly
榷	4374	2177	木·冖·隹	sno
俑	4375	4608	亻·龴·[甬字底]	moq
沱	4376	14445	氵·宀·匕	olc
缜	4377	2045	纟·直·八	ynt
鹫	4378	10140	[享字头]·小·鸟	uhl
蛳	4379	1579	虫·[师字旁]·巾	cpf
剽	4380	1114	覀·示·刂	vqx
衢	4381	7539	行·目·隹	eko
泗	4382	13823	氵·四·四	ogs
臊	4383	6149	月·口·木	vjs
瘴	4384	1373	疒·音·十	ksu
酚	4385	32294	酉·八·刀	ptp
纾	4386	2945	纟·予·予	ybv
晁	4387	4139	日·[见字底]·[飞无折]	dyf
孛	4388	4598	[索字头]·子·子	ryi
炀	4389	5308	火·乚·[横两撇]	xwi
叁	4390	8931	厶·大·三	okj
憩	4391	3642	舌·自·心	mxn
掬	4392	2187	扌·勹·米	hfx
椤	4393	1218	木·罒·夕	sdt
啮	4394	4016	口·齿·齿	juc
畿	4395	6815	幺·幺·田	jjb
掸	4396	3768	扌·[兽字头]·十	hqu
镣	4397	567	钅·大·小	tkh
骁	4398	20376	马·[尧字头]·兀	uqw
椽	4399	2169	木·彑·[豕省]	suv
侗	4400	10766	亻·冂·[同字心]	mgm
滦	4401	4687	氵·[变字头]·木	oas
荩	4402	1050	[贲字腰]·尸·[冬字底]	btf
泓	4403	18415	氵·弓·厶	olo
蚱	4404	893	虫·乍·乍	cca
癜	4405	1439	疒·尸·殳	ktb
酯	4406	45749	酉·匕·日	pcd
癸	4407	9653	癶·天·天	tgt
蚜	4408	5133	虫·牙·牙	czy
扪	4409	1814	扌·门·门	hem
庑	4410	2892	广·无·无	xau
歆	4411	13757	音·欠·欠	syq
蝮	4412	2099	虫·[卧人]·夊	cfr
蹶	4413	1360	[足旁]·厂·欠	ray
弈	4414	13292	亦·廾·廾	vhg
庋	4415	363	广·十·又	xur
喟	4416	1505	口·田·[青字底]	jbv
滂	4417	1752	氵·[帝字头]·方	oyu
啕	4418	418	口·勹·缶	jfb
蛎	4419	5803	虫·厂·[万无横]	cap
獭	4420	1649	犭·束·贝	lkq
槁	4421	979	木·高·高	sig
翊	4422	15051	立·羽·羽	ynv
龊	4423	660	齿·足·足	uru
邺	4424	9752	业·阝·阝	lzf
莘	4425	9005	[贲字腰]·辛·辛	blx
燮	4426	11485	訁·火·又	wxr
剁	4427	28041	几·木·刂	wsx
觐	4428	2672	革·二·见	yte
铛	4429	8881	钅·[尚字头]·彐	tdu
谗	4430	3972	讠·[免五]·[冬字底]	iof
镍	4431	29309	钅·自·木	txs
臃	4432	1569	月·亠·隹	vmo
墒	4433	1412	土·[商字头]·口	ayj
晔	4434	10605	日·亻·十	dmu
燔	4435	700	火·釆·田	xrb
嘭	4436	3290	口·壴·彡	jzp
涿	4437	2779	氵·豕·丶	oaz
醯	4438	2651	酉·[充字头]·皿	ptr
箩	4439	4146	[竹头]·罒·夕	pdt
鄱	4440	2282	釆·田·阝	rbz
睨	4441	754	目·臼·[见字底]	kzy
诤	4442	2250	讠·[尔字头]·[争字底]	iic
坳	4443	5735	土·幺·力	aji
鹭	4444	25325	[足旁]·各·鸟	rdl
砷	4445	12266	石·申·申	uws
唏	4446	2045	口·㐅·巾	jhf
伲	4447	671	亻·尸·匕	mtc
猬	4448	2931	犭·田·[青字底]	lbv
琥	4449	7941	⺩·虍·几	vsw
殁	4450	2756	歹·殳·殳	ubs
蚩	4451	1112	屮·一·虫	yec
泾	4452	19155	氵·[经右角]·工	orm
缥	4453	1512	纟·覀·示	yvq
殓	4454	1603	歹·亼·[应字心]	urd
鳅	4455	10215	鱼·禾·火	zwx
氰	4456	8086	气·龶·[青字底]	fpv
诋	4457	1189	讠·[卬字旁]·丶	inz
刍	4458	1967	[尔字头]·彐·彐	iuw
芷	4459	18363	[贲字腰]·[止旁]·[止旁]	bki
嶙	4460	588	山·米·㐄	exz
逅	4461	4106	[反字框]·[同字心]·辶	amo
舫	4462	6300	舟·方·方	duf
呓	4463	451	口·[贲字腰]·乙	jbw
唰	4464	5918	口·尸·刂	jtx
茁	4465	2178	[贲字腰]·屮·凵	byk
馑	4466	430	饣·革·二	nyt
妫	4467	2007	女·丶·丶	gzz
骧	4468	4018	马·[衣框]·[寒字腰]	ucq
苷	4469	15723	[贲字腰]·甘·甘	bcg
擢	4470	7019	扌·羽·隹	hno
峋	4471	663	山·勹·日	efd
袂	4472	2729	衤·[候右角]·人	fak
懑	4473	505	氵·[贲字腰]·心	obn
蓑	4474	1758	[贲字腰]·[衣框]·二	bct
涞	4475	1797	氵·未·丷	ons
祉	4476	5504	礻·[止旁]·[止旁]	rki
踹	4477	19736	[足旁]·山·而	rez
掇	4478	1804	扌·双·双	hvv
沏	4479	3719	氵·七·刀	obp
诳	4480	1380	讠·犭·⺩	ilv
噫	4481	1985	口·音·心	jsn
饽	4482	1979	饣·[索字头]·子	nry
饪	4483	5378	饣·壬·壬	nnr
绺	4484	1688	纟·夊·口	yrj
谘	4485	0	讠·冫·口	ifj
飧	4486	479	夕·食·食	tss
迳	4487	2085	[经右角]·工·辶	rmo
铡	4488	1654	钅·贝·刂	tqx
枞	4489	3457	木·人·人	skk
熨	4490	8568	尸·示·火	tqx
鋈	4491	386	氵·夭·金	ogt
荭	4492	291	[贲字腰]·纟·工	bym
赊	4493	2935	贝·[全字头]·示	qkq
俦	4494	1014	亻·[寿字头]·寸	mpp
戛	4495	4368	[夏字头]·戈·戈	tqg
湎	4496	379	氵·面·面	olm
幺	4497	8630	幺·幺·幺	jyy
凇	4498	1083	冫·木·厶	fso
芪	4499	3269	[贲字腰]·[卬字旁]·[弋二]	bnb
觯	4500	581	角·[兽字头]·十	iqu
龌	4501	985	齿·尸·至	utr
挞	4502	8840	扌·大·辶	hko
嬴	4503	7171	吂·[月凡]·女	afg
苻	4504	4620	[贲字腰]·亻·寸	bmp
嘁	4505	596	口·戊·小	jjh
鞯	4506	464	革·[贲字腰]·子	yby
肽	4507	20160	月·大·丶	vkz
恸	4508	1197	忄·云·力	qti
迨	4509	1517	厶·口·辶	ojo
钰	4510	32066	钅·玉·玉	tpv
儆	4511	1221	亻·[贲字腰]·攵	mby
觎	4512	617	亼·[青字底]·见	rve
讫	4513	1495	讠·[卧人]·乙	ifw
滓	4514	1309	氵·宀·辛	oll
僮	4515	2348	亻·立·里	myx
媾	4516	431	女·[寒字腰]·[里无日]	gqa
龇	4517	424	齿·[止旁]·匕	ukc
胯	4518	11415	月·大·丂	vkf
涮	4519	79522	氵·尸·刂	otx
绾	4520	2893	纟·宀·㠯	ylp
杈	4521	894	木·又·丶	srz
赳	4522	902	走·丩·丩	fbj
斛	4523	4856	角·斗·斗	itd
觥	4524	860	角·[尚字头]·兀	idw
疸	4525	1316	疒·旦·旦	kvd
卞	4526	12235	亠·卜·卜	mpb
愠	4527	1239	忄·日·皿	qdr
拮	4528	5302	扌·吉·吉	hcj
庠	4529	2204	广·羊·羊	xiy
烨	4530	20920	火·亻·十	xmu
龢	4531	2143	亼·吅·禾	rpw
菠	4532	10156	[落字框]·皮·皮	csp
窈	4533	2672	穴·幺·力	wji
罄	4534	2542	士·[眉字框]·缶	ztb
囤	4535	15237	囗·一·[屯无横]	wey
弁	4536	4961	厶·廾·廾	ohg
奘	4537	2384	爿·士·大	ezk
咣	4538	5105	口·[尚字头]·兀	jdw
缫	4539	425	纟·巛·木	yes
腴	4540	2109	月·臼·人	vzk
缈	4541	1373	纟·目·丿	yka
喵	4542	40031	口·[贲字腰]·田	jbb
潢	4543	3972	氵·龷·[黄字底]	oyh
遛	4544	20325	[留字头]·田·辶	nbo
柚	4545	21652	木·由·由	shy
郏	4546	1109	夫·丷·阝	xsz
荻	4547	10865	[贲字腰]·犭·火	blx
藜	4548	6784	[贲字腰]·禾·氺	bwi
琨	4549	13318	⺩·日·比	vdz
镳	4550	1276	钅·鹿·灬	tdb
雉	4551	9296	矢·隹·隹	fou
橐	4552	1747	[囊字头]·石·木	rus
骈	4553	2157	马·丷·开	usc
蛉	4554	1851	虫·令·令	cfl
艮	4555	24160	艮·艮·艮	zgg
搽	4556	8738	扌·[贲字腰]·朩	hbs
濡	4557	6204	氵·[雨头]·而	olz
寮	4558	35251	宀·大·小	lkh
柩	4559	2038	木·匸·丶	saz
佗	4560	6047	亻·宀·匕	mlc
啷	4561	2012	口·丶·阝	jzz
诜	4562	988	讠·[告字头]·[见字底]	ipy
偻	4563	782	亻·米·女	mxg
夯	4564	8741	大·力·力	kil
闱	4565	1851	门·韦·韦	elw
谖	4566	661	讠·爫·又	ifr
夥	4567	1351	田·木·夕	bst
枸	4568	7092	木·句·句	svj
膑	4569	778	月·宀·[共字底]	vlt
虻	4570	2434	虫·亡·亡	caw
筠	4571	15345	[竹头]·土·冫	paf
埽	4572	386	土·彐·巾	auf
笞	4573	1161	[竹头]·厶·口	poj
臾	4574	513	臼·人·人	zkr
婀	4575	857	女·阝·可	gzn
珞	4576	10108	⺩·各·各	vdg
粑	4577	9003	米·巴·巴	xvb
怵	4578	5757	忄·木·丶	qsz
绻	4579	736	纟·龹·㔾	yxb
殒	4580	1245	歹·口·贝	ujq
觊	4581	965	山·己·见	ehe
崂	4582	8754	山·[荧字头]·力	eni
颧	4583	3890	[贲字腰]·吅·页	bpx
嗑	4584	7183	口·土·皿	jar
榛	4585	12891	木·[春字头]·禾	spw
昱	4586	24325	日·立·立	dyl
蜴	4587	991	虫·日·[横两撇]	cdi
鳝	4588	30053	鱼·羊·口	zij
噙	4589	1288	口·[全字头]·禸	jke
淼	4590	19292	水·水·水	iii
矾	4591	5290	石·几·丶	uwz
硼	4592	12575	石·月·月	uvv
囿	4593	2509	囗·[左字框]·[青字底]	wcv
泅	4594	570	氵·囗·人	owk
邂	4595	3615	角·刀·辶	ipo
钜	4596	25258	钅·匸·[叚右角]	taa
蠹	4597	2122	[囊字头]·石·虫	ruc
垩	4598	627	一·业·土	ela
乩	4599	4150	占·乚·乚	pwe
嗝	4600	5730	口·鬲·鬲	jfg
淦	4601	7834	氵·金·金	otj
樽	4602	6909	木·酋·寸	snp
诮	4603	395	讠·[尚字头]·[青字底]	idv
揆	4604	6637	扌·癶·天	htg
啐	4605	1174	口·亠·十	jmu
淅	4606	3410	氵·木·斤	osl
榉	4607	5649	木·[学字头]·[举字底]	sdh
馗	4608	1096	九·䒑·自	usx
辔	4609	939	纟·车·口	ynj
暹	4610	5209	日·隹·辶	doo
骛	4611	1718	矛·攵·马	ryu
鱿	4612	9296	鱼·尤·尤	zky
苫	4613	3023	[贲字腰]·占·占	bpa
犷	4614	1381	犭·广·广	lxg
獠	4615	1662	犭·大·小	lkh
詈	4616	567	罒·訁·訁	dwy
竦	4617	931	立·束·束	yks
篙	4618	1347	[竹头]·高·高	pig
诨	4619	737	讠·冖·车	inn
铰	4620	2292	钅·六·㐅	tmh
馄	4621	3731	饣·日·比	ndz
蜚	4622	1757	非·虫·虫	dcc
峒	4623	3299	山·冂·[同字心]	egm
滢	4624	5960	氵·[荧字头]·玉	onp
琬	4625	6456	⺩·宀·㔾	vlb
靓	4626	51489	龶·[青字底]·见	pve
狻	4627	629	犭·厶·夊	lor
璨	4628	5563	⺩·歺·米	vux
犟	4629	3052	弓·口·牛	ljp
鸬	4630	867	[卢字头]·尸·鸟	ptl
螨	4631	7742	虫·[贲字腰]·人	cbk
芩	4632	3163	[贲字腰]·亽·乚	bfw
嘹	4633	1165	口·大·小	jkh
锟	4634	3503	钅·日·比	tdz
蜇	4635	4456	扌·斤·虫	hlc
洹	4636	1930	氵·一·旦	oev
栉	4637	5991	木·[贲字腰]·[节字底]	sbb
俪	4638	9942	亻·一·[丽下角]	mev
钍	4639	2275	钅·土·土	tat
锨	4640	410	钅·斤·欠	tly
瑁	4641	2819	⺩·[冒字头]·目	vdk
壹	4642	73979	[壳字头]·豆·豆	rfd
痿	4643	3473	疒·禾·女	kwg
竑	4644	1804	立·[左字框]·厶	yco
粕	4645	11218	米·白·白	xgb
犄	4646	350	牜·大·可	fkn
瘙	4647	3551	疒·又·虫	krc
饯	4648	1265	饣·一·戈	neq
抟	4649	1918	扌·二·丶	htz
衲	4650	848	衤·内·内	fen
踮	4651	3270	[足旁]·广·占	rxp
龅	4652	864	齿·勹·巳	ufc
愎	4653	489	忄·[卧人]·夊	qfr
馥	4654	11866	禾·日·夊	wdr
梏	4655	555	木·[告字头]·口	spj
讣	4656	717	讠·卜·卜	ipb
邝	4657	9104	广·阝·阝	xzf
艿	4658	854	[贲字腰]·乃·乃	bvn
趺	4659	966	[足旁]·夫·夫	rxf
鲟	4660	3746	鱼·彐·寸	zup
剜	4661	2546	宀·夕·刂	ltx
绉	4662	1449	纟·[尔字头]·彐	yiu
罅	4663	590	缶·虍·[于无横]	bsu
笥	4664	867	[竹头]·乚·[同字心]	pwm
衩	4665	1444	衤·又·丶	frz
姣	4666	5270	女·六·㐅	gmh
斫	4667	1437	石·斤·斤	ulj
鹗	4668	2325	吅·一·鸟	pel
爻	4669	7487	㐅·㐅·㐅	hhi
猕	4670	3461	犭·弓·小	llh
晗	4671	11546	日·亽·口	dfj
铩	4672	552	钅·㐅·朩	ths
窕	4673	861	穴·[见字底]·[飞无折]	wyf
仨	4674	14515	亻·三·三	mjs
搡	4675	1158	扌·又·木	hrs
崴	4676	7049	山·戊·女	ejg
酢	4677	2131	酉·乍·乍	pca
檄	4678	1998	木·白·攵	sgy
佞	4679	1313	亻·二·女	mtg
璀	4680	3822	⺩·山·隹	veo
岷	4681	5462	山·民·民	edm
舛	4682	1009	夕·㐄·㐄	tzy
邕	4683	6371	巛·口·巴	ejv
闿	4684	2859	门·山·己	eeh
铂	4685	26284	钅·白·白	tgb
霁	4686	11216	[雨头]·文·[乔字底]	lcl
犒	4687	775	牜·高·高	fig
馏	4688	2154	饣·[留字头]·田	nnb
阈	4689	2138	门·戈·[或字心]	eqm
麋	4690	2166	鹿·米·米	dxm
麒	4691	15396	[鹿旁]·其·其	dgq
苁	4692	600	[贲字腰]·人·人	bkk
摁	4693	14014	扌·囗·心	hwn
涔	4694	1157	氵·山·乚	oew
宥	4695	7013	宀·[左字框]·[青字底]	lcv
妍	4696	60145	女·开·开	gck
铤	4697	1340	钅·壬·廴	tnu
锷	4698	2076	钅·吅·丂	tpf
嗲	4699	33307	口·八·夕	jtt
恽	4700	4284	忄·冖·车	qnn
麂	4701	3072	鹿·几·几	dwj
赝	4702	1551	厂·亻·贝	amq
胛	4703	986	月·甲·甲	vdj
哂	4704	1188	口·西·西	jgx
撷	4705	1598	扌·吉·页	hcx
呶	4706	420	口·女·又	jgr
噘	4707	836	口·厂·欠	jay
懔	4708	365	忄·亠·示	qmq
栎	4709	5298	木·[乐二]·小	snh
桎	4710	594	木·至·至	sri
霰	4711	1858	[雨头]·龷·攵	lyy
飨	4712	4321	乡·食·食	kss
揄	4713	482	扌·亼·刂	hrx
噔	4714	6535	口·癶·豆	jtf
娣	4715	6784	女·丷·[弟省]	gsd
薏	4716	6615	[贲字腰]·音·心	bsn
忝	4717	721	天·[恭字底]·[恭字底]	ghx
咤	4718	1880	口·宀·七	jlb
嗵	4719	403	口·龴·辶	joo
迤	4720	2314	[卧人]·也·辶	fdo
贲	4721	6161	十·[贲字腰]·贝	ubq
胪	4722	1131	月·[卢字头]·尸	vpt
鍪	4723	384	矛·攵·金	ryt
泸	4724	15738	氵·[卢字头]·尸	opt
蔫	4725	6153	[贲字腰]·正·灬	bcb
刈	4726	3605	㐅·刂·刂	hxd
僖	4727	9292	亻·壴·口	mzj
咿	4728	3108	口·亻·丿	jma
鹌	4729	1051	大·电·鸟	kjl
嗪	4730	9398	口·[春字头]·禾	jpw
茏	4731	1064	[贲字腰]·龙·龙	bul
茯	4732	4549	[贲字腰]·亻·犬	bmz
岫	4733	3668	山·由·由	ehy
嵘	4734	5217	山·[荧字头]·木	ens
轱	4735	399	[车旁]·古·古	nng
怼	4736	21441	又·寸·心	rpn
铨	4737	10643	钅·[全字头]·⺩	tkv
昕	4738	39421	日·斤·斤	dlj
郢	4739	3188	口·⺩·阝	jvz
咩	4740	31809	口·羊·羊	jiy
馊	4741	6087	饣·臼·又	nzr
髡	4742	1756	髟·兀·兀	rwu
澧	4743	3574	氵·曲·豆	omf
苣	4744	6055	[贲字腰]·匸·[叚右角]	baa
濯	4745	3448	氵·羽·隹	ono
盥	4746	770	[臼裂]·水·皿	zir
囡	4747	2334	囗·女·女	wgn
砺	4748	6539	石·厂·[万无横]	uap
佘	4749	12576	[全字头]·示·示	kqs
谶	4750	1722	讠·人·一	ike
弑	4751	8485	㐅·朩·工	hsm
楂	4752	4002	木·木·旦	ssv
翦	4753	1733	䒑·[青字底]·羽	svn
怩	4754	88	忄·尸·匕	qtc
蠼	4755	164	虫·目·又	ckr
霏	4756	8021	[雨头]·非·非	ldf
楹	4757	7217	木·乃·皿	svr
讴	4758	1773	讠·匸·㐅	iah
锲	4759	1516	钅·丰·大	tpk
慵	4760	3107	忄·广·用	qxq
胝	4761	813	月·[卬字旁]·丶	vnz
砭	4762	1644	石·丿·之	uaq
潍	4763	9648	氵·纟·隹	oyo
杵	4764	9529	木·[卧人]·十	sfu
樾	4765	5082	木·走·戉	sfj
帼	4766	2003	巾·囗·玉	fwp
碣	4767	2171	石·日·亾	uda
诌	4768	618	讠·[尔字头]·彐	iiu
徕	4769	2033	彳·未·丷	wns
胴	4770	771	月·冂·[同字心]	vgm
钴	4771	11880	钅·古·古	tng
裟	4772	904	氵·[少三]·衣	ohc
啶	4773	3828	口·宀·[定字底]	jlh
铣	4774	4638	钅·[告字头]·[见字底]	tpy
铱	4775	2783	钅·衣·衣	tci
楫	4776	2815	木·口·耳	sjx
赭	4777	3777	土·[亦字底]·者	alq
碛	4778	3771	石·责·责	uge
酊	4779	2049	酉·丁·丁	pid
魑	4780	1429	[鬼无厶]·厶·禸	boe
醛	4781	20965	酉·[贲字腰]·⺩	pbv
剐	4782	2737	口·内·刂	jex
畦	4783	1947	田·圭·圭	bog
陂	4784	9308	阝·皮·皮	zsp
闶	4785	229	门·亠·几	emw
阄	4786	976	门·[尔字头]·[龟字底]	eij
祚	4787	11197	礻·乍·乍	rca
鹘	4788	1120	骨·鸟·鸟	pln
泱	4789	3131	氵·[见二]·大	ogk
趄	4790	188	走·且·且	fuq
骅	4791	9713	马·亻·十	umu
陲	4792	784	阝·千·二	zit
郧	4793	1689	口·贝·阝	jqz
倜	4794	916	亻·[周字框]·[周字心]	mgi
呤	4795	2987	口·令·令	jfl
燧	4796	3715	火·䒑·辶	xso
铉	4797	11934	钅·亠·幺	tmj
粲	4798	3259	歺·又·米	urx
骶	4799	6660	骨·[卬字旁]·丶	pnz
峁	4800	2142	山·卯·卯	enm
忸	4801	159	忄·乚·[里无日]	qwa
渌	4802	1909	氵·[录字头]·氺	oui
骞	4803	5886	宀·[寒字腰]·马	lqu
髭	4804	1116	髟·[止旁]·匕	rkc
戡	4805	1765	其·乚·戈	gwq
钨	4806	10573	钅·乌·乌	tku
谲	4807	724	讠·矛·口	irj
苋	4808	3280	[贲字腰]·见·见	bej
锃	4809	868	钅·口·⺩	tjv
蜊	4810	1397	虫·禾·刂	cwx
幄	4811	1153	巾·尸·至	ftr
闼	4812	2056	门·大·辶	eko
戕	4813	479	爿·戈·戈	eqg
骊	4814	4901	马·一·[丽下角]	uev
虢	4815	3147	爫·寸·几	fpw
烩	4816	20613	火·[全字头]·云	xkt
傥	4817	748	亻·龸·[见字底]	mdy
妲	4818	7287	女·旦·旦	gvd
绌	4819	991	纟·屮·凵	yyk
桠	4820	1978	木·一·业	sel
袈	4821	408	力·口·衣	ijc
薮	4822	2756	[贲字腰]·米·攵	bxy
揿	4823	477	扌·钅·欠	hty
杲	4824	3757	日·木·木	dsm
肓	4825	944	亡·[青字底]·[青字底]	avy
厝	4826	30835	厂·龷·日	ayd
莅	4827	4682	[贲字腰]·亻·立	bmy
氤	4828	859	气·囗·大	fwk
缙	4829	4852	纟·一·日	yed
衮	4830	4669	[衣框]·八·厶	cto
诟	4831	2630	讠·[反字框]·[同字心]	iam
旖	4832	2020	方·[卧人]·可	ufn
硒	4833	25836	石·西·西	ugx
唁	4834	684	口·訁·訁	jwy
嬗	4835	617	女·亠·旦	gmv
硎	4836	453	石·开·刂	ucx
裱	4837	10828	衤·龶·[衣省]	fpc
颦	4838	1817	[止旁]·[步字底]·十	khu
靥	4839	1437	厂·犬·面	azl
纥	4840	2125	纟·[卧人]·乙	yfw
煨	4841	12632	火·田·[畏字底]	xbc
礴	4842	1591	石·[落字框]·寸	ucp
鏖	4843	887	鹿·金·金	dtj
蝈	4844	344	虫·囗·玉	cwp
笏	4845	2634	[竹头]·勹·[横两撇]	pfi
羿	4846	4197	羽·廾·廾	nhg
鼐	4847	4686	乃·目·[鼎右角]	vke
湟	4848	5484	氵·白·⺩	ogv
甑	4849	2074	[曾字头]·日·瓦	qdz
炜	4850	34656	火·韦·韦	xlw
煲	4851	156982	亻·口·火	mjx
锉	4852	3145	钅·人·土	tka
