warning: The `fitz` API is deprecated and will be removed in future. Use `import pymupdf` instead.
(213.9, 286.8, '合', 5.9)
(213.9, 302.6, '至', 5.9)
(213.9, 314.4, '甲', 5.9)
(213.9, 341.0, '疋', 5.9)
(213.9, 364.6, '乂', 5.9)
(213.9, 395.2, '止', 5.9)
(213.9, 414.9, '口', 5.9)
(213.9, 449.4, '儿', 5.9)
(213.9, 465.1, '干', 5.9)
(213.9, 503.5, '斤', 5.9)
(213.9, 519.3, '莫', 5.9)
(213.9, 529.8, '舟', 5.9)
(214.0, 124.3, '\ue028', 5.9)
(214.0, 248.4, '\ue032', 5.9)
(214.7, 76.0, 'g', 4.9)
(214.7, 87.8, 'i', 4.9)
(214.7, 99.7, 'j', 4.9)
(214.7, 134.1, 'k', 4.9)
(214.7, 153.8, 'm', 4.9)
(214.7, 188.3, 'g', 4.9)
(214.7, 212.0, 'h', 4.9)
(214.7, 242.5, 'e', 4.9)
(214.7, 266.1, 'k', 4.9)
(214.7, 296.7, 'h', 4.9)
(214.7, 308.5, 'i', 4.9)
(214.7, 320.3, 'j', 4.9)
(214.7, 358.7, 'f', 4.9)
(214.7, 378.4, 'i', 4.9)
(214.7, 409.0, 'i', 4.9)
(214.7, 420.8, 'k', 4.9)
(214.7, 459.2, 'e', 4.9)
(214.7, 471.0, 'g', 4.9)
(214.7, 513.4, 'j', 4.9)
(214.7, 525.2, 'm', 4.9)
(214.7, 537.0, 'o', 4.9)
(215.6, 146.0, '朩', 3.9)
(215.6, 184.4, '冎', 3.9)
(215.6, 200.1, '㠯', 3.9)
(215.6, 204.1, '回囙', 3.9)
(215.6, 238.6, '阝', 3.9)
(215.6, 292.7, '亼', 3.9)
(215.6, 354.8, '龰', 3.9)
(215.6, 370.6, '㐅', 3.9)
(215.6, 374.5, '乄', 3.9)
(215.7, 130.2, '\ue02d', 3.9)
(215.7, 149.9, '\ue04c', 3.9)
(215.7, 254.3, '\ue0a0\ue072\ue873', 3.9)
(215.7, 346.9, '\ue091\ue03a', 3.9)
(215.7, 401.1, '\ue437\ue451', 3.9)
(215.7, 455.3, '\ue424', 3.9)
(215.7, 509.5, '\ue400', 3.9)
(222.7, 70.1, '匚', 5.9)
(222.7, 93.7, '鹿', 5.9)
(222.7, 124.3, '音', 5.9)
(222.7, 178.5, '自', 5.9)
(222.7, 190.3, '米', 5.9)
(222.7, 204.7, '走', 5.9)
(222.7, 232.6, '六', 5.9)
(222.7, 244.5, '目', 5.9)
(222.7, 254.9, '牛', 5.9)
(222.7, 286.8, '冂', 5.9)
(222.7, 314.4, '囗', 5.9)
(222.7, 341.0, '手', 5.9)
(222.7, 449.4, '立', 5.9)
(222.7, 473.0, '且', 5.9)
(222.7, 503.5, '示', 5.9)
(222.7, 519.3, '兀', 5.9)
(222.7, 535.1, '玉', 5.9)
(223.6, 87.8, 'k', 4.9)
(223.6, 107.5, 'l', 4.9)
(223.6, 130.2, 'y', 4.9)
(223.6, 184.4, 'i', 4.9)
(223.6, 200.1, 'm', 4.9)
(223.6, 212.0, 'o', 4.9)
(223.6, 238.6, 'l', 4.9)
(223.6, 250.4, 'm', 4.9)
(223.6, 270.1, 'n', 4.9)
(223.6, 308.5, 'k', 4.9)
(223.6, 320.3, 'k', 4.9)
(223.6, 370.6, 's', 4.9)
(223.6, 467.1, 'l', 4.9)
(223.6, 482.9, 'q', 4.9)
(223.6, 513.4, 's', 4.9)
(223.6, 529.2, 'u', 4.9)
(223.6, 541.0, 'v', 4.9)
(224.5, 76.0, '\ue009\ue007', 3.9)
(224.5, 83.9, '匸', 3.9)
(224.5, 99.7, '\ue838\ue0dc', 3.9)
